,x,y,temp,vapr,wind,prec,aspect,slope,elevation,ndmi,ndvi,ndwi
41,-122.93069444444444,46.69458333333333,10,2,4,5,0,0,0,0,0,0
42,-122.93069444444444,46.69430555555555,10,2,4,5,0,0,0,0,0,0
43,-122.93069444444444,46.69402777777777,10,2,4,5,0,0,0,0,0,0
44,-122.93069444444444,46.693749999999994,10,2,4,5,0,0,0,0,0,0
45,-122.93069444444444,46.69347222222221,10,2,4,5,0,0,0,0,0,0
46,-122.93069444444444,46.69319444444444,10,2,4,5,0,0,0,0,0,0
47,-122.93069444444444,46.69291666666666,10,2,4,5,0,0,0,0,0,0
48,-122.93069444444444,46.69263888888888,10,2,4,5,0,0,0,0,0,0
49,-122.93069444444444,46.692361111111104,10,2,4,5,0,0,0,0,0,0
50,-122.93069444444444,46.69208333333333,10,2,4,5,0,0,0,0,0,0
51,-122.93069444444444,46.69180555555555,10,2,4,5,0,0,0,0,0,0
52,-122.93069444444444,46.69152777777777,10,2,4,5,0,0,0,0,0,0
53,-122.93069444444444,46.69124999999999,10,2,4,5,0,0,0,0,0,0
54,-122.93069444444444,46.690972222222214,10,2,4,5,0,0,0,0,0,0
55,-122.93069444444444,46.69069444444444,10,2,4,5,0,0,0,0,0,0
56,-122.93069444444444,46.69041666666666,10,2,4,5,0,0,0,0,0,0
57,-122.93069444444444,46.69013888888888,10,2,4,5,0,0,0,0,0,0
58,-122.93069444444444,46.68986111111111,10,2,4,5,0,0,0,0,0,0
59,-122.93069444444444,46.689583333333324,10,2,4,5,0,0,0,0,0,0
60,-122.93069444444444,46.68930555555555,10,2,4,5,0,0,0,0,0,0
61,-122.93069444444444,46.68902777777777,10,2,4,5,0,0,0,0,0,0
62,-122.93069444444444,46.68874999999999,10,2,4,5,0,0,0,0,0,0
63,-122.93069444444444,46.68847222222222,10,2,4,5,0,0,0,0,0,0
64,-122.93069444444444,46.688194444444434,10,2,4,5,0,0,0,0,0,0
65,-122.93069444444444,46.68791666666666,10,2,4,5,0,0,0,0,0,0
66,-122.93069444444444,46.687638888888884,10,2,4,5,0,0,0,0,0,0
67,-122.93069444444444,46.6873611111111,10,2,4,5,0,0,0,0,0,0
68,-122.93069444444444,46.68708333333333,10,2,4,5,0,0,0,0,0,0
69,-122.93069444444444,46.68680555555555,10,2,4,5,0,0,0,0,0,0
70,-122.93069444444444,46.68652777777777,10,2,4,5,0,0,0,0,0,0
71,-122.93069444444444,46.686249999999994,10,2,4,5,0,0,0,0,0,0
72,-122.93069444444444,46.68597222222221,10,2,4,5,0,0,0,0,0,0
73,-122.93069444444444,46.68569444444444,10,2,4,5,0,0,0,0,0,0
74,-122.93069444444444,46.68541666666666,10,2,4,5,0,0,0,0,0,0
75,-122.93069444444444,46.68513888888888,10,2,4,5,0,0,0,0,0,0
76,-122.93069444444444,46.684861111111104,10,2,4,5,0,0,0,0,0,0
77,-122.93069444444444,46.68458333333333,10,2,4,5,0,0,0,0,0,0
78,-122.93069444444444,46.68430555555555,10,2,4,5,0,0,0,0,0,0
79,-122.93069444444444,46.68402777777777,10,2,4,5,0,0,0,0,0,0
80,-122.93069444444444,46.68374999999999,10,2,4,5,0,0,0,0,0,0
81,-122.93069444444444,46.683472222222214,10,2,4,5,0,0,0,0,0,0
82,-122.93069444444444,46.68319444444444,10,2,4,5,0,0,0,0,0,0
83,-122.93069444444444,46.68291666666666,10,2,4,5,0,0,0,0,0,0
84,-122.93069444444444,46.68263888888888,10,2,4,5,0,0,0,0,0,0
85,-122.93069444444444,46.682361111111106,10,2,4,5,0,0,0,0,0,0
86,-122.93069444444444,46.682083333333324,10,2,4,5,0,0,0,0,0,0
87,-122.93069444444444,46.68180555555555,10,2,4,5,0,0,0,0,0,0
88,-122.93069444444444,46.681527777777774,10,2,4,5,0,0,0,0,0,0
89,-122.93069444444444,46.68124999999999,10,2,4,5,0,0,0,0,0,0
90,-122.93069444444444,46.680972222222216,10,2,4,5,0,0,0,0,0,0
91,-122.93069444444444,46.680694444444434,10,2,4,5,0,0,0,0,0,0
92,-122.93069444444444,46.68041666666666,10,2,4,5,0,0,0,0,0,0
93,-122.93069444444444,46.680138888888884,10,2,4,5,0,0,0,0,0,0
94,-122.93069444444444,46.6798611111111,10,2,4,5,0,0,0,0,0,0
95,-122.93069444444444,46.679583333333326,10,2,4,5,0,0,0,0,0,0
96,-122.93069444444444,46.67930555555555,10,2,4,5,0,0,0,0,0,0
97,-122.93069444444444,46.67902777777777,10,2,4,5,0,0,0,0,0,0
98,-122.93069444444444,46.678749999999994,10,2,4,5,0,0,0,0,0,0
99,-122.93069444444444,46.67847222222221,10,2,4,5,0,0,0,0,0,0
100,-122.93069444444444,46.678194444444436,10,2,4,5,0,0,0,0,0,0
101,-122.93069444444444,46.67791666666666,10,2,4,5,0,0,0,0,0,0
102,-122.93069444444444,46.67763888888888,10,2,4,5,0,0,0,0,0,0
103,-122.93069444444444,46.677361111111104,10,2,4,5,0,0,0,0,0,0
104,-122.93069444444444,46.67708333333333,10,2,4,5,0,0,0,0,0,0
105,-122.93069444444444,46.676805555555546,10,2,4,5,0,0,0,0,0,0
106,-122.93069444444444,46.67652777777777,10,2,4,5,0,0,0,0,0,0
107,-122.93069444444444,46.676249999999996,10,2,4,5,0,0,0,0,0,0
108,-122.93069444444444,46.675972222222214,10,2,4,5,0,0,0,0,0,0
109,-122.93069444444444,46.67569444444444,10,2,4,5,0,0,0,0,0,0
110,-122.93069444444444,46.675416666666656,10,2,4,5,0,0,0,0,0,0
111,-122.93069444444444,46.67513888888888,10,2,4,5,0,0,0,0,0,0
112,-122.93069444444444,46.674861111111106,10,2,4,5,0,0,0,0,0,0
113,-122.93069444444444,46.674583333333324,10,2,4,5,0,0,0,0,0,0
114,-122.93069444444444,46.67430555555555,10,2,4,5,0,0,0,0,0,0
115,-122.93069444444444,46.67402777777777,10,2,4,5,0,0,0,0,0,0
116,-122.93069444444444,46.67374999999999,10,2,4,5,0,0,0,0,0,0
117,-122.93069444444444,46.673472222222216,10,2,4,5,0,0,0,0,0,0
118,-122.93069444444444,46.673194444444434,10,2,4,5,0,0,0,0,0,0
119,-122.93069444444444,46.67291666666666,10,2,4,5,0,0,0,0,0,0
120,-122.93069444444444,46.67263888888888,10,2,4,5,0,0,0,0,0,0
121,-122.93069444444444,46.6723611111111,10,2,4,5,0,0,0,0,0,0
122,-122.93069444444444,46.672083333333326,10,2,4,5,0,0,0,0,0,0
123,-122.93069444444444,46.67180555555555,10,2,4,5,0,0,0,0,0,0
124,-122.93069444444444,46.67152777777777,10,2,4,5,0,0,0,0,0,0
125,-122.93069444444444,46.67124999999999,10,2,4,5,0,0,0,0,0,0
126,-122.93069444444444,46.67097222222222,10,2,4,5,0,0,0,0,0,0
127,-122.93069444444444,46.670694444444436,10,2,4,5,0,0,0,0,0,0
128,-122.93069444444444,46.67041666666666,10,2,4,5,0,0,0,0,0,0
129,-122.93069444444444,46.67013888888888,10,2,4,5,0,0,0,0,0,0
130,-122.93069444444444,46.6698611111111,10,2,4,5,0,0,0,0,0,0
131,-122.93069444444444,46.66958333333333,10,2,4,5,0,0,0,0,0,0
132,-122.93069444444444,46.669305555555546,10,2,4,5,0,0,0,0,0,0
133,-122.93069444444444,46.66902777777777,10,2,4,5,0,0,0,0,0,0
134,-122.93069444444444,46.668749999999996,10,2,4,5,0,0,0,0,0,0
135,-122.93069444444444,46.66847222222221,10,2,4,5,0,0,0,0,0,0
136,-122.93069444444444,46.66819444444444,10,2,4,5,0,0,0,0,0,0
137,-122.93069444444444,46.667916666666656,10,2,4,5,0,0,0,0,0,0
138,-122.93069444444444,46.66763888888888,10,2,4,5,0,0,0,0,0,0
139,-122.93069444444444,46.667361111111106,10,2,4,5,0,0,0,0,0,0
140,-122.93069444444444,46.66708333333332,10,2,4,5,0,0,0,0,0,0
141,-122.93069444444444,46.66680555555555,10,2,4,5,0,0,0,0,0,0
142,-122.93069444444444,46.66652777777777,10,2,4,5,0,0,0,0,0,0
143,-122.93069444444444,46.66624999999999,10,2,4,5,0,0,0,0,0,0
144,-122.93069444444444,46.665972222222216,10,2,4,5,0,0,0,0,0,0
145,-122.93069444444444,46.66569444444444,10,2,4,5,0,0,0,0,0,0
146,-122.93069444444444,46.66541666666666,10,2,4,5,0,0,0,0,0,0
147,-122.93069444444444,46.66513888888888,10,2,4,5,0,0,0,0,0,0
148,-122.93069444444444,46.6648611111111,10,2,4,5,0,0,0,0,0,0
149,-122.93069444444444,46.664583333333326,10,2,4,5,0,0,0,0,0,0
150,-122.93069444444444,46.66430555555555,10,2,4,5,0,0,0,0,0,0
151,-122.93069444444444,46.66402777777777,10,2,4,5,0,0,0,0,0,0
152,-122.93069444444444,46.66374999999999,10,2,4,5,0,0,0,0,0,0
153,-122.93069444444444,46.66347222222222,10,2,4,5,0,0,0,0,0,0
154,-122.93069444444444,46.663194444444436,10,2,4,5,0,0,0,0,0,0
155,-122.93069444444444,46.66291666666666,10,2,4,5,0,0,0,0,0,0
156,-122.93041666666666,46.705972222222215,10,2,4,5,0,0,0,4,2,0
157,-122.93041666666666,46.70569444444444,10,2,4,5,4,3,2,4,2,1
158,-122.93041666666666,46.70541666666666,10,2,4,5,4,3,2,4,2,1
159,-122.93041666666666,46.70513888888888,10,2,4,5,4,3,2,4,2,1
160,-122.93041666666666,46.70486111111111,10,2,4,5,4,3,2,4,2,1
161,-122.93041666666666,46.704583333333325,10,2,4,5,4,2,2,4,2,1
162,-122.93041666666666,46.70430555555555,10,2,4,5,4,2,2,4,2,1
163,-122.93041666666666,46.70402777777777,10,2,4,5,1,2,2,4,2,1
164,-122.93041666666666,46.70374999999999,10,2,4,5,4,3,2,4,2,1
165,-122.93041666666666,46.70347222222222,10,2,4,5,4,4,2,4,2,1
166,-122.93041666666666,46.703194444444435,10,2,4,5,4,4,2,4,2,1
167,-122.93041666666666,46.70291666666666,10,2,4,5,4,3,2,4,2,1
168,-122.93041666666666,46.702638888888885,10,2,4,5,4,3,2,4,2,1
169,-122.93041666666666,46.7023611111111,10,2,4,5,1,2,2,4,2,1
170,-122.93041666666666,46.70208333333333,10,2,4,5,4,3,2,4,2,1
171,-122.93041666666666,46.701805555555545,10,2,4,5,4,3,2,4,2,1
172,-122.93041666666666,46.70152777777777,10,2,4,5,4,4,2,4,2,1
173,-122.93041666666666,46.701249999999995,10,2,4,5,4,4,2,4,2,1
174,-122.93041666666666,46.70097222222221,10,2,4,5,4,4,2,4,2,1
175,-122.93041666666666,46.70069444444444,10,2,4,5,4,4,2,4,2,1
176,-122.93041666666666,46.70041666666666,10,2,4,5,4,4,2,4,2,1
177,-122.93041666666666,46.70013888888888,10,2,4,5,4,4,2,4,2,1
178,-122.93041666666666,46.699861111111105,10,2,4,5,4,3,2,4,2,1
179,-122.93041666666666,46.69958333333333,10,2,4,5,1,1,2,4,2,1
180,-122.93041666666666,46.69930555555555,10,2,4,5,2,2,2,4,2,1
181,-122.93041666666666,46.69902777777777,10,2,4,5,2,4,2,4,2,1
182,-122.93041666666666,46.69874999999999,10,2,4,5,2,5,2,4,2,1
183,-122.93041666666666,46.698472222222215,10,2,4,5,2,5,2,4,2,1
184,-122.93041666666666,46.69819444444444,10,2,4,5,4,5,2,4,2,1
185,-122.93041666666666,46.69791666666666,10,2,4,5,4,3,2,4,2,1
186,-122.93041666666666,46.69763888888888,10,2,4,5,4,2,2,4,2,1
187,-122.93041666666666,46.69736111111111,10,2,4,5,1,1,2,4,2,1
188,-122.93041666666666,46.697083333333325,10,2,4,5,4,1,2,4,2,1
189,-122.93041666666666,46.69680555555555,10,2,4,5,4,2,2,4,2,1
190,-122.93041666666666,46.69652777777777,10,2,4,5,4,2,2,4,2,1
191,-122.93041666666666,46.69624999999999,10,2,4,5,4,3,2,4,2,1
192,-122.93041666666666,46.69597222222222,10,2,4,5,4,3,2,4,2,1
193,-122.93041666666666,46.695694444444435,10,2,4,5,4,3,2,4,2,1
194,-122.93041666666666,46.69541666666666,10,2,4,5,1,2,2,4,2,1
195,-122.93041666666666,46.695138888888884,10,2,4,5,4,2,2,4,2,1
196,-122.93041666666666,46.6948611111111,10,2,4,5,4,3,2,4,2,1
197,-122.93041666666666,46.69458333333333,10,2,4,5,4,4,2,4,2,1
198,-122.93041666666666,46.69430555555555,10,2,4,5,4,4,2,4,2,1
199,-122.93041666666666,46.69402777777777,10,2,4,5,4,3,2,4,2,1
200,-122.93041666666666,46.693749999999994,10,2,4,5,4,2,2,4,2,1
201,-122.93041666666666,46.69347222222221,10,2,4,5,4,1,2,4,2,1
202,-122.93041666666666,46.69319444444444,10,2,4,5,4,1,2,4,2,1
203,-122.93041666666666,46.69291666666666,10,2,4,5,2,1,2,4,2,1
204,-122.93041666666666,46.69263888888888,10,2,4,5,1,1,2,4,2,1
205,-122.93041666666666,46.692361111111104,10,2,4,5,2,1,2,4,2,1
206,-122.93041666666666,46.69208333333333,10,2,4,5,2,2,2,4,2,1
207,-122.93041666666666,46.69180555555555,10,2,4,5,2,2,2,4,2,1
208,-122.93041666666666,46.69152777777777,10,2,4,5,2,2,2,4,2,1
209,-122.93041666666666,46.69124999999999,10,2,4,5,2,2,2,4,2,1
210,-122.93041666666666,46.690972222222214,10,2,4,5,2,1,2,4,2,1
211,-122.93041666666666,46.69069444444444,10,2,4,5,2,1,2,4,2,1
212,-122.93041666666666,46.69041666666666,10,2,4,5,4,1,2,4,2,1
213,-122.93041666666666,46.69013888888888,10,2,4,5,2,1,2,4,2,1
214,-122.93041666666666,46.68986111111111,10,2,4,5,4,1,2,4,2,1
215,-122.93041666666666,46.689583333333324,10,2,4,5,4,1,2,4,2,1
216,-122.93041666666666,46.68930555555555,10,2,4,5,0,1,2,4,2,1
217,-122.93041666666666,46.68902777777777,10,2,4,5,4,1,2,4,2,1
218,-122.93041666666666,46.68874999999999,10,2,4,5,4,1,2,4,2,1
219,-122.93041666666666,46.68847222222222,10,2,4,5,4,2,2,4,2,1
220,-122.93041666666666,46.688194444444434,10,2,4,5,4,2,2,4,2,1
221,-122.93041666666666,46.68791666666666,10,2,4,5,4,2,2,4,2,1
222,-122.93041666666666,46.687638888888884,10,2,4,5,4,1,2,4,2,1
223,-122.93041666666666,46.6873611111111,10,2,4,5,4,1,2,4,2,1
224,-122.93041666666666,46.68708333333333,10,2,4,5,4,1,2,4,2,1
225,-122.93041666666666,46.68680555555555,10,2,4,5,4,1,2,4,2,1
226,-122.93041666666666,46.68652777777777,10,2,4,5,4,2,2,4,2,1
227,-122.93041666666666,46.686249999999994,10,2,4,5,2,1,2,4,2,1
228,-122.93041666666666,46.68597222222221,10,2,4,5,1,1,2,4,2,1
229,-122.93041666666666,46.68569444444444,10,2,4,5,2,2,2,4,2,1
230,-122.93041666666666,46.68541666666666,10,2,4,5,2,2,2,4,2,1
231,-122.93041666666666,46.68513888888888,10,2,4,5,2,1,2,4,2,1
232,-122.93041666666666,46.684861111111104,10,2,4,5,2,1,2,4,2,1
233,-122.93041666666666,46.68458333333333,10,2,4,5,4,1,2,4,2,1
234,-122.93041666666666,46.68430555555555,10,2,4,5,4,1,2,4,2,1
235,-122.93041666666666,46.68402777777777,10,2,4,5,4,2,2,4,2,1
236,-122.93041666666666,46.68374999999999,10,2,4,5,4,2,2,4,2,1
237,-122.93041666666666,46.683472222222214,10,2,4,5,4,2,2,4,2,1
238,-122.93041666666666,46.68319444444444,10,2,4,5,4,2,2,4,2,1
239,-122.93041666666666,46.68291666666666,10,2,4,5,4,2,2,4,2,1
240,-122.93041666666666,46.68263888888888,10,2,4,5,4,2,2,4,2,1
241,-122.93041666666666,46.682361111111106,10,2,4,5,4,2,2,4,2,1
242,-122.93041666666666,46.682083333333324,10,2,4,5,4,2,2,4,2,1
243,-122.93041666666666,46.68180555555555,10,2,4,5,4,2,2,4,2,1
244,-122.93041666666666,46.681527777777774,10,2,4,5,4,2,2,4,2,1
245,-122.93041666666666,46.68124999999999,10,2,4,5,4,1,2,4,2,1
246,-122.93041666666666,46.680972222222216,10,2,4,5,4,1,2,4,2,1
247,-122.93041666666666,46.680694444444434,10,2,4,5,2,1,2,4,2,1
248,-122.93041666666666,46.68041666666666,10,2,4,5,1,1,2,4,2,1
249,-122.93041666666666,46.680138888888884,10,2,4,5,1,2,2,4,2,1
250,-122.93041666666666,46.6798611111111,10,2,4,5,2,1,2,4,2,1
251,-122.93041666666666,46.679583333333326,10,2,4,5,2,1,2,4,2,1
252,-122.93041666666666,46.67930555555555,10,2,4,5,2,1,2,4,2,1
253,-122.93041666666666,46.67902777777777,10,2,4,5,4,2,2,4,2,1
254,-122.93041666666666,46.678749999999994,10,2,4,5,4,3,2,4,2,1
255,-122.93041666666666,46.67847222222221,10,2,4,5,4,3,2,4,2,1
256,-122.93041666666666,46.678194444444436,10,2,4,5,4,2,2,4,2,1
257,-122.93041666666666,46.67791666666666,10,2,4,5,4,1,2,4,2,1
258,-122.93041666666666,46.67763888888888,10,2,4,5,2,1,2,4,2,1
259,-122.93041666666666,46.677361111111104,10,2,4,5,2,2,2,4,2,1
260,-122.93041666666666,46.67708333333333,10,2,4,5,2,3,2,4,2,1
261,-122.93041666666666,46.676805555555546,10,2,4,5,1,3,2,4,2,1
262,-122.93041666666666,46.67652777777777,10,2,4,5,1,3,2,4,2,1
263,-122.93041666666666,46.676249999999996,10,2,4,5,1,3,2,4,2,1
264,-122.93041666666666,46.675972222222214,10,2,4,5,1,3,2,4,2,1
265,-122.93041666666666,46.67569444444444,10,2,4,5,1,3,2,4,2,1
266,-122.93041666666666,46.675416666666656,10,2,4,5,1,3,2,4,2,1
267,-122.93041666666666,46.67513888888888,10,2,4,5,1,3,2,4,2,1
268,-122.93041666666666,46.674861111111106,10,2,4,5,2,3,2,4,2,1
269,-122.93041666666666,46.674583333333324,10,2,4,5,2,3,2,4,2,1
270,-122.93041666666666,46.67430555555555,10,2,4,5,2,3,2,4,2,1
271,-122.93041666666666,46.67402777777777,10,2,4,5,2,3,2,4,2,1
272,-122.93041666666666,46.67374999999999,10,2,4,5,1,2,2,4,2,1
273,-122.93041666666666,46.673472222222216,10,2,4,5,1,2,2,4,2,1
274,-122.93041666666666,46.673194444444434,10,2,4,5,2,2,2,4,2,1
275,-122.93041666666666,46.67291666666666,10,2,4,5,2,2,2,4,2,1
276,-122.93041666666666,46.67263888888888,10,2,4,5,1,1,2,4,2,1
277,-122.93041666666666,46.6723611111111,10,2,4,5,1,1,2,4,2,1
278,-122.93041666666666,46.672083333333326,10,2,4,5,1,1,2,4,2,1
279,-122.93041666666666,46.67180555555555,10,2,4,5,2,1,2,4,2,1
280,-122.93041666666666,46.67152777777777,10,2,4,5,1,1,2,4,2,1
281,-122.93041666666666,46.67124999999999,10,2,4,5,1,2,2,4,2,1
282,-122.93041666666666,46.67097222222222,10,2,4,5,1,2,2,4,2,1
283,-122.93041666666666,46.670694444444436,10,2,4,5,2,2,2,4,2,1
284,-122.93041666666666,46.67041666666666,10,2,4,5,2,2,2,4,2,1
285,-122.93041666666666,46.67013888888888,10,2,4,5,2,1,2,4,2,1
286,-122.93041666666666,46.6698611111111,10,2,4,5,4,1,2,4,2,1
287,-122.93041666666666,46.66958333333333,10,2,4,5,4,1,2,4,2,1
288,-122.93041666666666,46.669305555555546,10,2,4,5,2,1,2,4,2,1
289,-122.93041666666666,46.66902777777777,10,2,4,5,2,1,2,4,2,1
290,-122.93041666666666,46.668749999999996,10,2,4,5,1,1,2,4,2,1
291,-122.93041666666666,46.66847222222221,10,2,4,5,1,2,2,4,2,1
292,-122.93041666666666,46.66819444444444,10,2,4,5,1,2,2,4,2,1
293,-122.93041666666666,46.667916666666656,10,2,4,5,1,2,2,4,2,1
294,-122.93041666666666,46.66763888888888,10,2,4,5,1,2,2,4,2,1
295,-122.93041666666666,46.667361111111106,10,2,4,5,1,3,2,4,2,1
296,-122.93041666666666,46.66708333333332,10,2,4,5,1,3,2,4,2,1
297,-122.93041666666666,46.66680555555555,10,2,4,5,1,3,2,4,2,1
298,-122.93041666666666,46.66652777777777,10,2,4,5,1,3,2,4,2,1
299,-122.93041666666666,46.66624999999999,10,2,4,5,1,3,2,4,2,1
300,-122.93041666666666,46.665972222222216,10,2,4,5,1,3,2,4,2,1
301,-122.93041666666666,46.66569444444444,10,2,4,5,1,3,2,4,2,1
302,-122.93041666666666,46.66541666666666,10,2,4,5,1,2,2,4,2,1
303,-122.93041666666666,46.66513888888888,10,2,4,5,1,2,2,4,2,1
304,-122.93041666666666,46.6648611111111,10,2,4,5,1,1,2,4,2,1
305,-122.93041666666666,46.664583333333326,10,2,4,5,2,1,2,4,2,1
306,-122.93041666666666,46.66430555555555,10,2,4,5,4,1,2,4,2,1
307,-122.93041666666666,46.66402777777777,10,2,4,5,4,1,2,4,2,1
308,-122.93041666666666,46.66374999999999,10,2,4,5,4,1,2,4,2,1
309,-122.93041666666666,46.66347222222222,10,2,4,5,1,1,2,4,2,1
310,-122.93041666666666,46.663194444444436,10,2,4,5,4,1,2,4,2,1
311,-122.93041666666666,46.66291666666666,10,2,4,5,0,0,0,0,0,0
312,-122.93013888888889,46.705972222222215,10,2,4,5,0,0,0,4,2,1
313,-122.93013888888889,46.70569444444444,10,2,4,5,4,3,2,4,2,1
314,-122.93013888888889,46.70541666666666,10,2,4,5,4,3,2,4,2,1
315,-122.93013888888889,46.70513888888888,10,2,4,5,4,3,2,4,2,1
316,-122.93013888888889,46.70486111111111,10,2,4,5,4,3,2,4,2,1
317,-122.93013888888889,46.704583333333325,10,2,4,5,4,3,2,4,2,1
318,-122.93013888888889,46.70430555555555,10,2,4,5,1,3,2,4,2,1
319,-122.93013888888889,46.70402777777777,10,2,4,5,1,3,2,4,2,1
320,-122.93013888888889,46.70374999999999,10,2,4,5,4,4,2,4,2,1
321,-122.93013888888889,46.70347222222222,10,2,4,5,4,4,2,4,2,1
322,-122.93013888888889,46.703194444444435,10,2,4,5,4,4,2,4,2,1
323,-122.93013888888889,46.70291666666666,10,2,4,5,4,3,2,4,2,1
324,-122.93013888888889,46.702638888888885,10,2,4,5,4,2,2,4,2,1
325,-122.93013888888889,46.7023611111111,10,2,4,5,1,2,2,4,2,1
326,-122.93013888888889,46.70208333333333,10,2,4,5,4,3,2,4,2,1
327,-122.93013888888889,46.701805555555545,10,2,4,5,4,4,2,4,2,1
328,-122.93013888888889,46.70152777777777,10,2,4,5,4,4,2,4,2,1
329,-122.93013888888889,46.701249999999995,10,2,4,5,4,4,2,4,2,1
330,-122.93013888888889,46.70097222222221,10,2,4,5,4,4,2,4,2,1
331,-122.93013888888889,46.70069444444444,10,2,4,5,4,3,2,4,2,1
332,-122.93013888888889,46.70041666666666,10,2,4,5,4,3,2,4,2,1
333,-122.93013888888889,46.70013888888888,10,2,4,5,4,3,2,4,2,1
334,-122.93013888888889,46.699861111111105,10,2,4,5,1,1,2,4,2,1
335,-122.93013888888889,46.69958333333333,10,2,4,5,2,2,2,4,2,1
336,-122.93013888888889,46.69930555555555,10,2,4,5,2,4,2,4,2,1
337,-122.93013888888889,46.69902777777777,10,2,4,5,2,5,2,4,2,1
338,-122.93013888888889,46.69874999999999,10,2,4,5,2,5,2,4,2,1
339,-122.93013888888889,46.698472222222215,10,2,4,5,2,5,2,4,2,1
340,-122.93013888888889,46.69819444444444,10,2,4,5,2,4,2,4,2,1
341,-122.93013888888889,46.69791666666666,10,2,4,5,2,3,2,4,2,1
342,-122.93013888888889,46.69763888888888,10,2,4,5,4,1,2,4,2,1
343,-122.93013888888889,46.69736111111111,10,2,4,5,4,1,2,4,2,1
344,-122.93013888888889,46.697083333333325,10,2,4,5,4,2,2,4,2,1
345,-122.93013888888889,46.69680555555555,10,2,4,5,4,2,2,4,2,1
346,-122.93013888888889,46.69652777777777,10,2,4,5,4,2,2,4,2,1
347,-122.93013888888889,46.69624999999999,10,2,4,5,4,2,2,4,2,1
348,-122.93013888888889,46.69597222222222,10,2,4,5,4,2,2,4,2,1
349,-122.93013888888889,46.695694444444435,10,2,4,5,4,2,2,4,2,1
350,-122.93013888888889,46.69541666666666,10,2,4,5,4,1,2,4,2,1
351,-122.93013888888889,46.695138888888884,10,2,4,5,4,2,2,4,2,1
352,-122.93013888888889,46.6948611111111,10,2,4,5,4,2,2,4,2,1
353,-122.93013888888889,46.69458333333333,10,2,4,5,4,4,2,4,2,1
354,-122.93013888888889,46.69430555555555,10,2,4,5,4,5,2,4,2,1
355,-122.93013888888889,46.69402777777777,10,2,4,5,4,4,2,4,2,1
